Virus_Association,Most_Haploinsufficient_gene,Introgression,node_type,dNdS
2.2,C,HSS.HSS,redundant.redundant,0.0151.0.0316
4.4,D,HSS.HSS,redundant.redundant,0.0061.0.0093
4.1,D,HSS.HSS,redundant.redundant,0.003.0.0095
4.4,D,HSS.HSS,redundant.redundant,0.01.0.0346
4.4,C,HSS.HSS,redundant.redundant,0.0.0372
2.4,C,Intermediate.HSS,redundant.redundant,0.0.0011
4.4,D,HSS.HSS,redundant.redundant,0.0021.0.0036
4.3,C,HSS.HSS,redundant.redundant,0.0006.0.0275
2.4,D,HSS.HSS,intermittent.redundant,0.0017.0.0086
2.4,C,HSS.HSS,redundant.intermittent,0.007.0.0095
2.2,C,HSS.HSS,redundant.redundant,0.0009.0.0065
2.4,C,HSS.HSS,redundant.redundant,0.0069.0.0079
4.4,C,HSS.HSS,redundant.redundant,0.0084.0.0199
3.4,C,HSS.HSS,redundant.redundant,0.0011.0.0015
4.3,D,HSS.HSS,redundant.redundant,0.0013.0.367
4.4,C,HSS.HSS,redundant.intermittent,0.0011.0.0031
4.4,C,HSS.HSS,intermittent.redundant,0.0016.0.0084
4.4,C,HSS.HSS,redundant.redundant,0.0.001
3.2,D,HSS.HSS,redundant.redundant,0.002.0.0052
4.1,C,HSS.HSS,redundant.redundant,0.0046.0.027
3.4,C,HSS.HSS,intermittent.redundant,0.0008.0.0044
4.4,C,HSS.HSS,intermittent.intermittent,0.0.007
1.2,C,HSS.HSS,intermittent.redundant,0.0027.0.0562
4.4,D,HSS.HSS,redundant.redundant,0.0077.0.0372
4.4,D,HSS.HSS,intermittent.redundant,0.0015.0.0018
2.4,C,HSS.HSS,redundant.redundant,0.0018.0.0084
4.2,D,Strict.HSS,redundant.redundant,0.0016.0.0027
4.4,C,HSS.HSS,redundant.intermittent,0.0.0006
2.2,C,HSS.HSS,redundant.redundant,0.0.003
4.4,C,HSS.HSS,intermittent.redundant,0.0.0012
4.4,D,HSS.HSS,redundant.redundant,0.0035.0.0059
2.4,C,Intermediate.HSS,redundant.redundant,0.0.001
4.4,C,HSS.HSS,redundant.redundant,0.0.0103
4.4,C,HSS.HSS,redundant.redundant,0.0005.0.0054
4.4,C,HSS.HSS,intermittent.redundant,0.0.0372
3.4,C,HSS.Strict,redundant.redundant,0.0.0068
1.4,C,HSS.HSS,redundant.redundant,0.0.0046
3.3,D,HSS.HSS,intermittent.redundant,0.0.0351
4.4,D,HSS.Intermediate,redundant.intermittent,0.0022.0.0114
4.4,C,HSS.HSS,redundant.redundant,0.0007.0.0054
2.2,D,HSS.HSS,critical.redundant,0.0004.0.0029
1.4,D,HSS.HSS,redundant.redundant,0.0021.0.0022
4.2,C,HSS.HSS,redundant.redundant,0.0.0012
2.2,D,HSS.HSS,redundant.redundant,0.0.0026
4.3,C,HSS.HSS,redundant.redundant,0.0027.0.0038
4.3,D,HSS.HSS,redundant.redundant,0.0013.0.0024
1.4,D,HSS.HSS,redundant.redundant,0.006.0.0393
4.1,C,HSS.Strict,redundant.intermittent,0.008.0.0116
2.2,C,HSS.HSS,intermittent.redundant,0.0.003
4.4,D,HSS.HSS,redundant.redundant,0.001.0.0021
4.3,D,HSS.HSS,intermittent.redundant,0.0.0105
4.4,C,HSS.Intermediate,redundant.redundant,0.0013.0.0015
4.2,C,HSS.HSS,intermittent.redundant,0.0034.0.0511
2.4,NA,HSS.HSS,redundant.redundant,0.0.0016
4.2,NA,HSS.HSS,redundant.redundant,0.0073.0.0092
4.4,D,HSS.HSS,redundant.redundant,0.0.0026
4.4,D,HSS.HSS,redundant.redundant,0.0119.0.0121
4.2,D,HSS.HSS,critical.redundant,0.0.0017
1.1,C,HSS.HSS,intermittent.intermittent,0.0.0039
4.4,D,HSS.HSS,redundant.redundant,0.0.0291
4.4,C,HSS.HSS,redundant.redundant,0.0021.0.009
4.1,D,HSS.HSS,redundant.redundant,0.0.0038
2.3,C,HSS.HSS,critical.intermittent,0.0012.0.0013
4.4,D,HSS.HSS,redundant.redundant,0.0011.0.0036
3.4,C,HSS.HSS,redundant.redundant,0.0039.0.0071
4.3,D,HSS.HSS,redundant.intermittent,0.0065.0.0245
4.4,C,HSS.HSS,redundant.redundant,0.0.0033
4.4,D,HSS.HSS,redundant.redundant,0.0.0372
1.3,D,HSS.HSS,intermittent.redundant,0.0029.0.0031
4.4,C,HSS.HSS,redundant.redundant,0.0003.0.0028
4.4,D,HSS.Intermediate,redundant.redundant,0.003.0.0145
4.4,C,HSS.HSS,redundant.redundant,0.0029.0.0061
4.4,C,HSS.HSS,intermittent.redundant,0.0013.0.0023
4.4,C,HSS.Intermediate,redundant.redundant,0.0032.0.0229
4.4,C,Strict.HSS,redundant.redundant,0.0.0184
4.4,D,HSS.HSS,intermittent.redundant,0.0.0036
4.4,D,HSS.HSS,redundant.redundant,0.0008.0.0012
4.3,C,HSS.HSS,redundant.redundant,0.0013.0.0253
3.4,C,HSS.Strict,redundant.redundant,0.003.0.0054
4.4,C,HSS.HSS,intermittent.redundant,0.0017.0.003
4.4,C,Intermediate.HSS,critical.redundant,0.0.0023
4.4,C,HSS.HSS,redundant.redundant,0.0028.0.0278
4.3,D,HSS.HSS,redundant.critical,0.0028.0.0047
1.4,NA,HSS.HSS,intermittent.redundant,0.0014.0.0028
2.4,C,HSS.HSS,redundant.redundant,0.0003.0.1307
2.4,C,HSS.HSS,redundant.redundant,0.0116.0.0215
4.2,C,HSS.HSS,redundant.redundant,0.0028.0.0033
4.4,D,HSS.HSS,redundant.redundant,0.001.0.0042
3.2,C,HSS.HSS,critical.redundant,0.0.003
4.1,C,HSS.HSS,redundant.redundant,0.0019.0.0031
4.4,C,HSS.HSS,intermittent.redundant,0.0018.0.0026
4.4,D,HSS.HSS,redundant.redundant,0.0019.0.0041
4.4,D,HSS.HSS,redundant.redundant,0.016.0.0248
2.1,C,HSS.HSS,intermittent.redundant,0.0006.0.0007
3.4,C,HSS.HSS,redundant.redundant,0.002.0.0024
4.4,C,HSS.HSS,redundant.redundant,0.0091.0.0124
4.2,C,HSS.HSS,redundant.intermittent,0.0003.0.0025
4.4,C,HSS.HSS,redundant.redundant,0.0022.0.0066
3.4,C,HSS.HSS,redundant.redundant,0.0005.0.0054
2.1,C,HSS.HSS,critical.intermittent,0.0053.0.0218
4.2,D,HSS.HSS,redundant.critical,0.0048.0.0096
3.4,C,HSS.HSS,redundant.intermittent,0.0029.0.0036
4.2,C,HSS.HSS,redundant.redundant,0.0004.0.0021
4.3,D,HSS.HSS,redundant.intermittent,0.0013.0.0081
1.4,C,HSS.Strict,redundant.intermittent,0.0023.0.0075
4.1,D,HSS.HSS,redundant.redundant,0.0054.0.0271
4.4,C,HSS.HSS,redundant.redundant,0.0007.0.0031
2.4,D,HSS.Strict,redundant.redundant,0.0066.0.0249
4.2,C,HSS.HSS,intermittent.redundant,0.0042.0.0074
4.4,D,HSS.HSS,redundant.redundant,0.0.0011
2.4,C,HSS.HSS,redundant.redundant,0.0006.0.0017
4.4,C,HSS.HSS,redundant.redundant,0.0008.0.0037
4.4,D,HSS.HSS,redundant.redundant,0.0012.0.0574
4.4,C,HSS.HSS,redundant.redundant,0.0008.0.0023
2.4,C,HSS.HSS,redundant.redundant,0.0.0022
1.4,D,HSS.HSS,redundant.redundant,0.0097.0.02
3.4,D,Strict.HSS,redundant.redundant,0.0007.0.0043
2.4,NA,HSS.HSS,redundant.redundant,0.0014.0.0025
1.3,C,HSS.HSS,redundant.redundant,0.0025.0.0351
4.4,C,HSS.HSS,intermittent.redundant,0.0011.0.0155
3.1,C,HSS.HSS,redundant.intermittent,0.0.0007
4.4,D,HSS.HSS,intermittent.redundant,0.0008.0.0016
4.4,C,HSS.HSS,intermittent.redundant,0.0.0018
4.4,NA,HSS.HSS,redundant.redundant,0.0.0044
4.4,C,HSS.HSS,redundant.redundant,0.0029.0.0064
4.1,D,HSS.HSS,intermittent.redundant,0.0009.0.0023
4.1,D,HSS.HSS,redundant.redundant,0.0019.0.0023
4.4,C,HSS.HSS,redundant.redundant,0.0.0038
4.4,C,HSS.HSS,intermittent.redundant,0.0024.0.0503
4.4,C,HSS.HSS,redundant.redundant,0.0.0016
4.4,D,HSS.HSS,redundant.redundant,0.001.0.0023
4.4,C,HSS.HSS,intermittent.redundant,0.0.0035
4.4,D,HSS.HSS,redundant.redundant,0.0025.0.0031
3.4,D,HSS.HSS,intermittent.redundant,0.0.0007
4.4,C,HSS.HSS,redundant.redundant,0.0012.0.0181
4.4,D,HSS.HSS,intermittent.redundant,0.0035.0.0456
3.4,C,HSS.HSS,redundant.redundant,0.0.0685
1.3,D,HSS.HSS,redundant.redundant,0.0.0073
4.4,C,HSS.HSS,intermittent.redundant,0.0.002
1.4,D,HSS.HSS,redundant.redundant,0.0017.0.0086
4.4,D,HSS.HSS,intermittent.redundant,0.0035.0.0058
4.1,D,HSS.HSS,intermittent.redundant,0.0051.0.0093
4.4,D,HSS.HSS,intermittent.redundant,0.0008.0.0011
3.4,C,HSS.HSS,redundant.intermittent,0.0.0736
4.2,D,HSS.HSS,redundant.critical,0.0027.0.0096
1.4,C,HSS.HSS,intermittent.redundant,0.0027.0.0056
3.3,C,HSS.HSS,redundant.intermittent,0.002.0.009
4.1,C,HSS.HSS,redundant.redundant,0.0013.0.0021
3.3,C,HSS.HSS,critical.redundant,0.0.0105
1.4,C,HSS.Intermediate,redundant.redundant,0.0015.0.002
2.4,NA,HSS.Strict,redundant.redundant,0.0.0243
2.4,D,HSS.HSS,intermittent.redundant,0.0.0033
4.4,C,HSS.HSS,redundant.redundant,0.0.0193
3.4,C,HSS.HSS,redundant.redundant,0.0051.0.0068
1.4,C,HSS.HSS,redundant.redundant,0.0019.0.0038
4.4,D,HSS.HSS,intermittent.redundant,0.0026.0.0028
3.4,D,HSS.HSS,redundant.redundant,0.0008.0.0027
1.1,C,HSS.HSS,redundant.redundant,0.0.0095
4.4,C,HSS.HSS,redundant.redundant,0.0.0019
4.4,NA,HSS.HSS,intermittent.redundant,0.0035.0.0196
4.1,C,HSS.HSS,redundant.redundant,0.0019.0.0081
3.1,C,HSS.HSS,redundant.redundant,0.002.0.0067
3.4,D,HSS.Strict,redundant.redundant,0.003.0.0243
4.4,C,HSS.HSS,redundant.redundant,0.0021.0.0026
4.2,NA,HSS.HSS,critical.redundant,0.0033.0.0093
4.2,C,HSS.HSS,redundant.intermittent,0.0035.0.004
4.2,D,HSS.HSS,redundant.critical,0.0035.0.0096
1.4,D,HSS.HSS,intermittent.critical,0.0024.0.0034
4.2,C,HSS.HSS,redundant.redundant,0.0.0019
4.4,D,HSS.HSS,intermittent.redundant,0.0022.0.0181
2.4,NA,HSS.HSS,redundant.intermittent,0.0014.0.0035
4.3,C,HSS.HSS,intermittent.redundant,0.0044.0.0134
4.1,C,HSS.HSS,redundant.redundant,0.0.0339
4.4,D,HSS.HSS,redundant.redundant,0.0.0027
4.4,C,HSS.HSS,redundant.redundant,0.0003.0.0027
4.2,C,HSS.HSS,redundant.redundant,0.0.003
4.1,D,HSS.HSS,intermittent.redundant,0.0.0038
3.2,C,HSS.HSS,redundant.redundant,0.0.0036
1.4,NA,HSS.HSS,redundant.redundant,0.0012.0.005
1.4,D,HSS.HSS,redundant.intermittent,0.0022.0.0038
1.3,D,HSS.HSS,redundant.redundant,0.0093.0.0451
4.4,C,HSS.HSS,redundant.intermittent,0.001.0.0198
4.4,C,HSS.HSS,redundant.redundant,0.0021.0.028
4.1,C,HSS.HSS,redundant.intermittent,0.0018.0.0027
4.4,D,HSS.HSS,redundant.redundant,0.0063.0.0477
2.2,C,HSS.HSS,redundant.redundant,0.0008.0.0014
4.4,C,HSS.HSS,redundant.redundant,0.001.0.0019
4.2,D,HSS.HSS,redundant.redundant,0.0.0011
4.2,C,HSS.HSS,redundant.redundant,0.0.0014
4.4,D,HSS.HSS,redundant.redundant,0.0.0022
2.2,C,HSS.HSS,critical.intermittent,0.0016.0.0049
4.2,C,Strict.HSS,redundant.redundant,0.0.0011
4.4,C,HSS.HSS,redundant.redundant,0.0.001
4.3,D,HSS.HSS,intermittent.critical,0.0033.0.0034
